datetime,open,high,low,close,volume,timestamp,gmtoffset
2023-01-10,298.0,299.09,291.94,292.0,711816.0,1673308800,0
2023-01-11,293.84,302.76,292.01,302.76,706372.0,1673395200,0
2023-01-12,302.05,302.05,297.06,299.15,365179.0,1673481600,0
2023-01-13,297.85,305.62,295.8,300.25,309619.0,1673568000,0
2023-01-17,301.58,305.31,297.47,299.32,414927.0,1673913600,0
2023-01-18,298.9,301.48,294.685,295.2,409079.0,1674000000,0
2023-01-19,297.13,301.0,295.8585,298.07,489017.0,1674086400,0
2023-01-20,297.45,297.81,293.27,297.45,601099.0,1674172800,0
2023-01-23,299.3,299.3,291.73,297.27,371909.0,1674432000,0
2023-01-24,295.02,296.92,292.03,296.21,271950.0,1674518400,0
2023-01-25,296.63,301.27,295.85,297.22,420366.0,1674604800,0
2023-01-26,298.22,300.57,296.12,298.35,261419.0,1674691200,0
2023-01-27,298.83,301.55,294.72,300.41,428201.0,1674777600,0
2023-01-30,302.12,307.75,301.01,302.69,647012.0,1675036800,0
2023-01-31,303.99,312.36,303.99,311.83,566935.0,1675123200,0
2023-02-01,311.45,313.99,308.11,311.75,503845.0,1675209600,0
2023-02-02,305.8,309.03,301.51,304.39,809762.0,1675296000,0
2023-02-03,305.36,308.81,298.485,301.07,456091.0,1675382400,0
2023-02-06,302.27,305.62,298.69,299.05,409200.0,1675641600,0
2023-02-07,299.05,302.77,295.79,302.77,398166.0,1675728000,0
2023-02-08,301.18,307.655,301.18,307.17,736011.0,1675814400,0
2023-02-09,315.0,316.51,299.23,301.33,918462.0,1675900800,0
2023-02-10,301.26,306.24,298.34,304.31,644779.0,1675987200,0
2023-02-13,303.31,305.17,297.88,299.38,552942.0,1676246400,0
2023-02-14,299.64,302.67,296.39,297.91,422294.0,1676332800,0
2023-02-15,296.31,297.48,292.545,293.92,484601.0,1676419200,0
2023-02-16,292.83,296.82,291.99,292.97,388801.0,1676505600,0
2023-02-17,293.03,297.41,291.87,296.07,589539.0,1676592000,0
2023-02-21,292.88,295.8562,290.545,292.67,421547.0,1676937600,0
2023-02-22,293.72,295.81,292.05,294.15,335941.0,1677024000,0
2023-02-23,293.4,295.61,288.47,293.69,426081.0,1677110400,0
2023-02-24,292.7,292.7,286.92,287.29,357678.0,1677196800,0
2023-02-27,289.14,291.06,285.57,285.89,335305.0,1677456000,0
2023-02-28,285.31,286.8856,273.98,275.33,837741.0,1677542400,0
2023-03-01,273.58,277.11,273.285,273.8,439539.0,1677628800,0
2023-03-02,274.08,279.915,271.75,277.83,446039.0,1677715200,0
2023-03-03,277.41,280.69,273.44,280.6,376658.0,1677801600,0
2023-03-06,281.16,284.32,280.67,280.99,663097.0,1678060800,0
2023-03-07,281.66,281.9,273.83,276.4,361598.0,1678147200,0
2023-03-08,275.41,276.785,268.75,269.48,643205.0,1678233600,0
2023-03-09,271.6,272.13,262.15,264.23,528259.0,1678320000,0
2023-03-10,265.04,267.08,260.7,261.35,504003.0,1678406400,0
2023-03-13,261.65,266.8,260.7,263.69,628867.0,1678665600,0
2023-03-14,265.61,267.8,256.19,261.14,555642.0,1678752000,0
2023-03-15,258.62,262.75,257.87,260.64,454800.0,1678838400,0
2023-03-16,258.98,265.345,258.42,263.78,345110.0,1678924800,0
2023-03-17,264.64,264.965,260.75,263.71,813602.0,1679011200,0
2023-03-20,263.7,268.36,263.18,265.1,482673.0,1679270400,0
2023-03-21,264.28,267.13,263.15,266.24,447962.0,1679356800,0
2023-03-22,267.1,269.49,265.0,265.09,494134.0,1679443200,0
2023-03-23,265.09,266.435,260.83,263.68,921914.0,1679529600,0
2023-03-24,263.32,267.91,261.24,267.72,456322.0,1679616000,0
2023-03-27,271.74,273.15,268.2719,269.64,292306.0,1679875200,0
2023-03-28,269.01,270.71,263.79,265.79,456832.0,1679961600,0
2023-03-29,266.42,267.37,263.56,265.46,449339.0,1680048000,0
2023-03-30,266.41,266.62,263.2,266.03,343645.0,1680134400,0
2023-03-31,267.5,269.0,265.42,267.49,374558.0,1680220800,0
2023-04-03,271.64,274.46,269.94,272.0,610534.0,1680480000,0
2023-04-04,271.21,273.2,270.75,272.89,505678.0,1680566400,0
2023-04-05,275.48,285.18,274.37,283.91,791256.0,1680652800,0
2023-04-06,285.56,288.645,282.62,285.57,583128.0,1680739200,0
2023-04-10,284.54,290.2,283.74,289.83,534514.0,1681084800,0
2023-04-11,290.51,294.36,290.235,294.23,443100.0,1681171200,0
2023-04-12,294.24,301.12,293.04,296.05,623480.0,1681257600,0
2023-04-13,296.37,303.99,296.15,302.47,619472.0,1681344000,0
2023-04-14,301.505,303.52,292.75,293.7,572421.0,1681430400,0
2023-04-17,293.41,295.33,291.35,295.13,349632.0,1681689600,0
2023-04-18,293.73,294.96,287.85,290.72,693368.0,1681776000,0
2023-04-19,289.33,289.8,274.11,277.47,705326.0,1681862400,0
2023-04-20,277.1,278.045,274.785,276.04,749709.0,1681948800,0
2023-04-21,280.15,280.48,272.24,275.54,463267.0,1682035200,0
2023-04-24,276.65,284.49,275.8,283.66,385346.0,1682294400,0
2023-04-25,285.79,287.11,279.095,279.28,492158.0,1682380800,0
2023-04-26,276.72,278.5,272.62,275.57,497080.0,1682467200,0
2023-04-27,280.33,297.12,280.33,296.92,948039.0,1682553600,0
2023-04-28,296.61,300.48,294.61,297.89,507214.0,1682640000,0
2023-05-01,300.37,307.03,298.35,305.5,509932.0,1682899200,0
2023-05-02,306.62,306.82,294.3,297.57,520318.0,1682985600,0
2023-05-03,298.12,300.82,293.26,295.82,377578.0,1683072000,0
2023-05-04,296.03,296.03,291.24,291.36,375896.0,1683158400,0
2023-05-05,294.02,303.0,292.13,299.53,369975.0,1683244800,0
2023-05-08,298.02,298.905,293.69,294.98,303086.0,1683504000,0
2023-05-09,294.6,297.82,292.255,292.8,288278.0,1683590400,0
2023-05-10,293.45,294.37,289.75,292.12,307686.0,1683676800,0
2023-05-11,291.86,297.76,291.66,297.4,415371.0,1683763200,0
2023-05-12,297.75,300.635,296.76,298.71,372173.0,1683849600,0
2023-05-15,299.13,300.14,288.93,292.95,428765.0,1684108800,0
2023-05-16,292.77,294.14,287.681,288.29,366176.0,1684195200,0
2023-05-17,287.71,295.83,286.3,295.46,358378.0,1684281600,0
2023-05-18,294.45,296.395,282.565,284.83,478120.0,1684368000,0
2023-05-19,283.79,285.905,280.81,285.17,533181.0,1684454400,0
2023-05-22,286.67,288.99,285.9,287.99,371763.0,1684713600,0
2023-05-23,285.66,287.37,282.76,284.85,275363.0,1684800000,0
2023-05-24,284.3,285.02,281.73,281.74,266212.0,1684886400,0
2023-05-25,279.13,279.39,271.5101,273.41,463976.0,1684972800,0
2023-05-26,272.6,276.27,272.07,273.03,403342.0,1685059200,0
2023-05-30,271.5,276.32,269.59,269.86,440176.0,1685404800,0
2023-05-31,268.88,274.54,266.35,273.9,1302458.0,1685491200,0
2023-06-01,273.01,285.07,273.01,282.97,412336.0,1685577600,0
2023-06-02,283.89,289.305,282.49,287.17,354651.0,1685664000,0
2023-06-05,288.64,293.56,286.63,293.14,367188.0,1685923200,0
2023-06-06,293.68,293.995,284.04,286.99,388719.0,1686009600,0
2023-06-07,285.97,287.29,283.35,284.06,315572.0,1686096000,0
2023-06-08,283.72,287.55,282.8094,287.34,234555.0,1686182400,0
2023-06-09,286.43,290.1,284.1,284.34,336591.0,1686268800,0
2023-06-12,283.39,289.18,283.21,288.67,355115.0,1686528000,0
2023-06-13,287.43,295.51,287.16,290.85,619034.0,1686614400,0
2023-06-14,273.02,283.3,269.674,275.49,934532.0,1686700800,0
2023-06-15,277.68,285.655,275.5,283.81,471107.0,1686787200,0
2023-06-16,284.58,287.69,273.58,278.02,763348.0,1686873600,0
2023-06-20,274.58,279.76,273.63,278.81,545583.0,1687219200,0
2023-06-21,277.12,283.2,276.89,283.0,414705.0,1687305600,0
2023-06-22,284.25,288.2708,283.571,287.43,490722.0,1687392000,0
2023-06-23,286.91,289.17,284.34,287.94,944407.0,1687478400,0
2023-06-26,287.23,291.635,286.36,290.0,518999.0,1687737600,0
2023-06-27,289.97,292.27,287.54,290.74,699112.0,1687824000,0
2023-06-28,289.99,290.37,287.18,289.04,434370.0,1687910400,0
2023-06-29,289.65,295.94,288.66,294.77,343816.0,1687996800,0
2023-06-30,296.94,304.11,295.89,301.24,518710.0,1688083200,0
2023-07-03,299.51,301.64,298.06,298.48,232986.0,1688342400,0
2023-07-05,300.11,302.07,298.225,300.5,519146.0,1688515200,0
2023-07-06,299.34,302.34,296.52,300.54,575325.0,1688601600,0
2023-07-07,297.71,301.24,294.25,295.23,666917.0,1688688000,0
2023-07-10,296.73,302.38,295.79,301.95,445431.0,1688947200,0
2023-07-11,302.89,304.97,300.73,301.15,423479.0,1689033600,0
2023-07-12,300.765,300.785,290.16,291.7,659533.0,1689120000,0
2023-07-13,290.38,292.51,288.79,289.68,538898.0,1689206400,0
2023-07-14,295.23,304.1,295.23,298.55,550958.0,1689292800,0
2023-07-17,297.46,301.76,296.43,299.91,405666.0,1689552000,0
2023-07-18,299.91,306.21,299.91,303.06,485285.0,1689638400,0
2023-07-19,312.5,318.71,311.92,312.45,689945.0,1689724800,0
2023-07-20,315.36,317.895,310.61,317.13,506080.0,1689811200,0
2023-07-21,316.99,323.75,316.31,318.47,2341557.0,1689897600,0
2023-07-24,317.88,320.53,311.7,313.97,528581.0,1690156800,0
2023-07-25,313.24,317.75,311.57,315.65,415321.0,1690243200,0
2023-07-26,315.14,316.19,310.67,311.17,525722.0,1690329600,0
2023-07-27,317.8,323.38,306.14,307.34,715468.0,1690416000,0
2023-07-28,308.83,308.83,293.58,301.46,690316.0,1690502400,0
2023-07-31,302.08,304.85,300.12,304.49,359690.0,1690761600,0
2023-08-01,304.84,306.34,300.87,302.01,333525.0,1690848000,0
2023-08-02,304.7,306.49,300.655,304.6,449673.0,1690934400,0
2023-08-03,302.61,304.32,301.16,302.18,320130.0,1691020800,0
2023-08-04,301.46,303.375,300.23,302.96,326543.0,1691107200,0
2023-08-07,303.74,313.55,303.74,311.0,436198.0,1691366400,0
2023-08-08,309.66,311.58,307.47,310.0,267483.0,1691452800,0
2023-08-09,310.44,315.71,310.26,314.0,435931.0,1691539200,0
2023-08-10,313.88,321.3,313.88,315.5,420190.0,1691625600,0
2023-08-11,316.18,318.43,315.35,315.73,213069.0,1691712000,0
2023-08-14,315.72,321.8,314.33,319.57,416959.0,1691971200,0
2023-08-15,319.07,321.06,315.175,315.61,267810.0,1692057600,0
2023-08-16,316.27,316.96,313.36,314.5,211397.0,1692144000,0
2023-08-17,312.12,314.59,308.06,309.8,383122.0,1692230400,0
2023-08-18,310.04,315.32,308.905,314.23,296481.0,1692316800,0
2023-08-21,314.0,320.61,314.0,320.0,245349.0,1692576000,0
2023-08-22,319.01,320.0,314.43,317.75,304594.0,1692662400,0
2023-08-23,318.0,319.27,317.14,319.0,394633.0,1692748800,0
2023-08-24,319.91,320.71,317.045,318.07,359368.0,1692835200,0
2023-08-25,319.54,319.61,316.08,318.96,289898.0,1692921600,0
2023-08-28,320.73,322.61,318.96,321.22,249388.0,1693180800,0
2023-08-29,321.44,323.15,317.95,322.28,190488.0,1693267200,0
2023-08-30,322.25,325.0,321.65,322.35,149166.0,1693353600,0
2023-08-31,322.94,323.48,310.01,310.12,402093.0,1693440000,0
2023-09-01,312.19,313.365,310.25,310.44,251670.0,1693526400,0
2023-09-05,311.21,315.0,310.395,312.72,303008.0,1693872000,0
2023-09-06,312.28,314.58,310.44,310.82,224845.0,1693958400,0
2023-09-07,312.63,318.06,310.92,316.15,310172.0,1694044800,0
2023-09-08,315.82,321.1,314.95,320.47,334306.0,1694131200,0
2023-09-11,320.47,323.28,320.0,321.95,254096.0,1694390400,0
2023-09-12,320.0,323.35,315.06,321.02,329709.0,1694476800,0
2023-09-13,322.11,329.345,322.11,328.28,350379.0,1694563200,0
2023-09-14,330.0,330.92,323.51,326.99,423086.0,1694649600,0
2023-09-15,327.18,329.18,324.17,327.6,471221.0,1694736000,0
2023-09-18,328.88,329.98,326.43,329.0,249310.0,1694995200,0
2023-09-19,328.15,331.265,326.89,329.44,259156.0,1695081600,0
2023-09-20,330.92,337.065,328.55,333.51,255076.0,1695168000,0
2023-09-21,334.41,339.19,332.86,334.77,416546.0,1695254400,0
2023-09-22,332.51,336.465,331.777,334.59,288680.0,1695340800,0
2023-09-25,334.42,342.83,332.955,341.4,472751.0,1695600000,0
2023-09-26,341.59,341.99,332.53,334.0,409749.0,1695686400,0
2023-09-27,335.1,335.1,330.2,331.06,340168.0,1695772800,0
2023-09-28,333.56,335.03,331.82,333.32,410493.0,1695859200,0
2023-09-29,333.34,333.34,327.89,327.89,322096.0,1695945600,0
2023-10-02,326.96,333.165,323.4,332.46,280489.0,1696204800,0
2023-10-03,332.25,332.25,320.92,322.1,363590.0,1696291200,0
2023-10-04,323.58,328.48,321.54,328.0,311110.0,1696377600,0
2023-10-05,329.02,329.86,325.43,329.09,168045.0,1696464000,0
2023-10-06,329.31,334.95,326.0,333.13,240427.0,1696550400,0
2023-10-09,333.67,338.605,330.34,338.4,294909.0,1696809600,0
2023-10-10,337.29,341.853,336.4,340.11,380639.0,1696896000,0
2023-10-11,338.7,342.17,335.98,340.48,415941.0,1696982400,0
2023-10-12,341.44,343.06,338.16,339.73,268310.0,1697068800,0
2023-10-13,342.32,349.943,342.32,348.91,522451.0,1697155200,0
2023-10-16,350.8,357.465,350.65,355.73,325727.0,1697414400,0
2023-10-17,355.7,361.02,352.64,359.97,425029.0,1697500800,0
2023-10-18,364.41,364.91,358.4,360.12,394683.0,1697587200,0
2023-10-19,358.41,364.38,347.67,349.62,449850.0,1697673600,0
2023-10-20,351.57,351.57,346.37,348.89,429783.0,1697760000,0
2023-10-23,348.73,348.73,342.42,344.64,275557.0,1698019200,0
2023-10-24,346.5,349.99,331.27,333.77,733503.0,1698105600,0
2023-10-25,335.66,339.34,328.93,336.45,660897.0,1698192000,0
2023-10-26,305.21,332.5,305.0,331.39,1089064.0,1698278400,0
2023-10-27,332.0,341.26,330.325,336.1,567057.0,1698364800,0
2023-10-30,338.17,340.22,322.455,327.98,757437.0,1698624000,0
2023-10-31,331.2,334.63,327.36,332.95,407730.0,1698710400,0
2023-11-01,331.94,340.085,330.0,336.83,325168.0,1698796800,0
2023-11-02,337.61,338.7,331.64,337.56,357744.0,1698883200,0
2023-11-03,339.39,339.39,332.815,337.43,291675.0,1698969600,0
2023-11-06,338.21,348.68,337.78,348.53,359182.0,1699228800,0
2023-11-07,349.6,354.97,348.065,349.46,380355.0,1699315200,0
2023-11-08,351.58,353.015,347.315,349.39,220215.0,1699401600,0
2023-11-09,348.19,353.0,346.25,352.37,188433.0,1699488000,0
2023-11-10,353.79,358.46,350.68,358.08,258807.0,1699574400,0
2023-11-13,360.25,361.781,358.73,361.13,330721.0,1699833600,0
2023-11-14,360.67,367.05,359.15,362.87,271078.0,1699920000,0
2023-11-15,363.87,369.18,359.84,364.45,320185.0,1700006400,0
2023-11-16,364.75,369.5,362.62,365.35,385398.0,1700092800,0
2023-11-17,365.76,365.76,352.46,353.31,465932.0,1700179200,0
2023-11-20,352.38,357.38,352.035,356.25,223049.0,1700438400,0
2023-11-21,358.05,361.86,353.205,360.17,193588.0,1700524800,0
2023-11-22,362.64,366.7,362.64,364.87,162261.0,1700611200,0
2023-11-24,363.84,368.225,363.84,367.62,100676.0,1700784000,0
2023-11-27,367.85,372.0,365.01,366.3,260345.0,1701043200,0
2023-11-28,366.3,367.45,361.05,361.23,212168.0,1701129600,0
2023-11-29,356.67,363.74,349.33,350.82,590806.0,1701216000,0
2023-11-30,351.18,366.53,350.49,365.56,658620.0,1701302400,0
2023-12-01,364.87,368.86,360.42,362.76,340842.0,1701388800,0
2023-12-04,362.99,365.58,358.685,365.56,261558.0,1701648000,0
2023-12-05,366.19,370.39,361.38,367.0,277339.0,1701734400,0
2023-12-06,365.56,369.69,358.53,362.81,258744.0,1701820800,0
2023-12-07,364.34,364.34,359.875,363.43,312008.0,1701907200,0
2023-12-08,364.9,367.89,362.55,367.72,341588.0,1701993600,0
2023-12-11,369.6,369.6,355.11,366.0,429573.0,1702252800,0
2023-12-12,369.62,378.78,366.02,378.48,445497.0,1702339200,0
2023-12-13,378.0,384.715,374.285,382.39,463306.0,1702425600,0
2023-12-14,379.35,379.505,367.41,374.8,481860.0,1702512000,0
2023-12-15,368.4,369.1,357.17,362.98,1116635.0,1702598400,0
2023-12-18,365.39,367.3,362.33,366.24,252751.0,1702857600,0
2023-12-19,363.81,367.575,359.1,359.25,386183.0,1702944000,0
2023-12-20,358.3,358.3,351.04,351.61,427503.0,1703030400,0
2023-12-21,353.04,359.06,351.88,358.23,443218.0,1703116800,0
2023-12-22,359.16,360.1,356.21,358.38,174895.0,1703203200,0
2023-12-26,357.54,360.03,354.43,357.75,194272.0,1703548800,0
2023-12-27,356.65,359.0,353.72,356.83,233324.0,1703635200,0
2023-12-28,357.58,360.335,354.55,356.42,359946.0,1703721600,0
2023-12-29,356.52,361.92,354.5,361.31,305214.0,1703808000,0
2024-01-02,362.37,372.225,361.31,371.53,529176.0,1704153600,0
2024-01-03,374.2,379.08,374.2,376.67,429859.0,1704240000,0
2024-01-04,379.53,386.335,376.08,378.74,431842.0,1704326400,0
2024-01-05,380.54,382.0141,375.23,378.59,347034.0,1704412800,0
2024-01-08,380.63,382.07,371.57,377.77,392959.0,1704672000,0
2024-01-09,375.77,380.92,373.0,380.46,203753.0,1704758400,0
2024-01-10,380.38,381.65,378.03,379.66,200934.0,1704844800,0
2024-01-11,379.18,385.52,377.1,383.53,222632.0,1704931200,0
2024-01-12,373.97,382.28,372.625,380.48,279757.0,1705017600,0
2024-01-16,382.6,385.17,378.55,385.04,253626.0,1705363200,0
2024-01-17,386.0,391.21,383.125,386.48,235555.0,1705449600,0
2024-01-18,369.57,381.925,365.27,381.06,514209.0,1705536000,0
2024-01-19,381.57,384.2,364.41,365.51,613502.0,1705622400,0
2024-01-22,366.11,370.605,361.37,368.2,520048.0,1705881600,0
2024-01-23,366.75,373.68,366.355,367.96,355747.0,1705968000,0
2024-01-24,372.6,372.9,365.37,366.35,324863.0,1706054400,0
2024-01-25,355.28,361.84,348.29,350.07,1018351.0,1706140800,0
2024-01-26,351.04,355.09,349.64,353.61,465399.0,1706227200,0
2024-01-29,351.95,355.29,350.41,354.68,277740.0,1706486400,0
2024-01-30,356.02,357.97,351.83,355.2,313946.0,1706572800,0
2024-01-31,357.5,357.5,352.56,356.44,505449.0,1706659200,0
2024-02-01,354.67,357.94,352.31,355.21,334448.0,1706745600,0
2024-02-02,355.27,361.04,353.43,354.88,369854.0,1706832000,0
2024-02-05,355.25,356.195,350.06,351.1,474213.0,1707091200,0
2024-02-06,351.56,359.07,346.35,357.12,529544.0,1707177600,0
2024-02-07,357.66,364.58,355.84,362.1,502484.0,1707264000,0
2024-02-08,364.99,382.78,360.63,381.49,849239.0,1707350400,0
2024-02-09,381.27,390.0,378.03,388.67,485986.0,1707436800,0
2024-02-12,389.3,393.34,383.15,392.63,438777.0,1707696000,0
2024-02-13,393.58,399.35,391.77,394.33,481319.0,1707782400,0
2024-02-14,393.83,399.99,391.77,399.96,317573.0,1707868800,0
2024-02-15,401.2,403.44,396.085,398.14,350197.0,1707955200,0
2024-02-16,400.29,404.86,397.945,401.72,243886.0,1708041600,0
2024-02-20,401.98,403.48,399.45,401.49,399755.0,1708387200,0
2024-02-21,401.75,401.75,396.71,399.03,183480.0,1708473600,0
2024-02-22,400.32,406.05,396.995,404.28,274866.0,1708560000,0
2024-02-23,405.93,407.85,402.23,406.77,226814.0,1708646400,0
2024-02-26,408.61,410.0,400.99,401.7,390323.0,1708905600,0
2024-02-27,400.16,403.31,399.71,400.12,287728.0,1708992000,0
2024-02-28,396.88,402.33,391.92,401.78,292885.0,1709078400,0
2024-02-29,401.79,403.085,387.66,393.91,544792.0,1709164800,0
2024-03-01,392.29,392.29,380.775,387.21,463937.0,1709251200,0
2024-03-04,385.06,391.93,383.82,386.55,340475.0,1709510400,0
2024-03-05,386.98,386.98,382.57,385.58,358192.0,1709596800,0
2024-03-06,385.34,392.09,385.34,388.69,344847.0,1709683200,0
2024-03-07,390.77,394.08,387.145,391.85,237010.0,1709769600,0
2024-03-08,390.09,395.125,386.2,392.63,302326.0,1709856000,0
2024-03-11,391.43,403.9,390.8,402.27,368488.0,1710115200,0
2024-03-12,402.59,409.59,398.64,402.55,449627.0,1710201600,0
2024-03-13,405.62,409.89,400.895,404.89,408507.0,1710288000,0
2024-03-14,405.5,408.95,403.845,406.68,738311.0,1710374400,0
2024-03-15,403.04,407.43,403.0052,404.45,539799.0,1710460800,0
2024-03-18,403.22,413.22,401.07,410.35,488064.0,1710720000,0
2024-03-19,412.05,419.645,408.99,419.53,385739.0,1710806400,0
2024-03-20,418.65,419.97,413.86,416.1,285498.0,1710892800,0
2024-03-21,414.56,419.88,414.0,417.75,232536.0,1710979200,0
2024-03-22,419.64,420.0,414.69,414.72,216529.0,1711065600,0
2024-03-25,415.68,416.21,409.73,412.52,267008.0,1711324800,0
2024-03-26,412.5,419.235,412.5,418.44,152269.0,1711411200,0
2024-03-27,420.75,423.9244,416.8,418.6,186874.0,1711497600,0
2024-03-28,414.91,416.35,407.19,410.83,338191.0,1711584000,0
2024-04-01,408.9,409.065,403.33,404.2,243736.0,1711929600,0
2024-04-02,393.85,395.0,375.28,380.92,687370.0,1712016000,0
2024-04-03,384.35,384.35,378.5,378.5,419400.0,1712102400,0
2024-04-04,380.11,381.26,374.39,375.3,434429.0,1712188800,0
2024-04-05,374.8,378.84,374.49,376.77,313659.0,1712275200,0
2024-04-08,374.38,382.06,373.0,381.56,315521.0,1712534400,0
2024-04-09,381.16,381.9,377.36,379.97,236820.0,1712620800,0
2024-04-10,379.3,383.575,376.03,377.15,317007.0,1712707200,0
2024-04-11,377.16,379.07,374.695,376.78,294276.0,1712793600,0
2024-04-12,377.0,378.92,374.25,376.57,393974.0,1712880000,0
2024-04-15,356.77,365.63,355.17,360.85,839496.0,1713139200,0
2024-04-16,368.89,373.22,357.055,357.39,743180.0,1713225600,0
2024-04-17,359.9,364.8,359.69,359.85,487976.0,1713312000,0
2024-04-18,362.49,366.955,360.42,360.94,371231.0,1713398400,0
2024-04-19,363.83,369.43,362.45,367.52,425243.0,1713484800,0
2024-04-22,367.49,368.12,361.48,361.87,370440.0,1713744000,0
2024-04-23,363.65,364.69,361.815,363.22,362666.0,1713830400,0
2024-04-24,364.33,368.35,361.74,367.41,461153.0,1713916800,0
2024-04-25,352.44,370.99,339.21,352.3,915577.0,1714003200,0
2024-04-26,349.85,349.99,336.87,342.23,595215.0,1714089600,0
2024-04-29,342.03,347.94,341.0,343.89,311320.0,1714348800,0
2024-04-30,344.67,345.565,339.3,342.1,390624.0,1714435200,0
2024-05-01,341.44,344.905,337.9883,338.87,404582.0,1714521600,0
2024-05-02,339.7,342.505,336.37,339.55,392468.0,1714608000,0
2024-05-03,339.07,341.45,336.29,339.68,374606.0,1714694400,0
2024-05-06,341.56,344.16,339.23,343.21,317360.0,1714953600,0
2024-05-07,345.97,350.98,344.2307,349.82,363834.0,1715040000,0
2024-05-08,352.19,352.19,344.16,344.41,412829.0,1715126400,0
2024-05-09,344.39,350.19,344.39,350.03,249379.0,1715212800,0
2024-05-10,350.0,354.94,348.89,354.6,360182.0,1715299200,0
2024-05-13,355.0,355.67,351.66,352.35,374106.0,1715558400,0
2024-05-14,353.44,353.44,347.13,349.97,371961.0,1715644800,0
2024-05-15,350.46,353.37,345.48,345.84,372069.0,1715731200,0
2024-05-16,346.85,347.08,342.43,345.0,416116.0,1715817600,0
2024-05-17,346.99,347.94,344.665,347.62,307262.0,1715904000,0
2024-05-20,347.63,347.77,342.6,343.84,236443.0,1716163200,0
2024-05-21,345.05,345.505,342.18,342.32,233808.0,1716249600,0
2024-05-22,341.53,348.1,341.53,345.4,318798.0,1716336000,0
2024-05-23,342.68,344.07,339.48,341.0,272592.0,1716422400,0
2024-05-24,341.58,343.04,330.36,332.13,392775.0,1716508800,0
2024-05-28,331.0,331.06,323.11,324.09,560115.0,1716854400,0
2024-05-29,320.85,321.32,297.4745,315.0,1938536.0,1716940800,0
2024-05-30,313.01,314.29,305.35,306.04,1100639.0,1717027200,0
2024-05-31,309.58,314.88,308.6,314.58,1130083.0,1717113600,0
2024-06-03,312.01,315.4,308.02,310.4,580585.0,1717372800,0
2024-06-04,308.39,309.725,306.08,307.71,452875.0,1717459200,0
2024-06-05,308.46,310.66,304.7001,306.49,493021.0,1717545600,0
2024-06-06,306.48,314.25,305.6048,313.4,470802.0,1717632000,0
2024-06-07,314.5,316.74,309.1,309.56,449950.0,1717718400,0
2024-06-10,308.4,309.745,304.52,307.98,346047.0,1717977600,0
2024-06-11,309.85,312.29,306.95,312.28,471595.0,1718064000,0
2024-06-12,310.8,311.92,303.155,304.84,545793.0,1718150400,0
